name,version,latestVersion,repository,published,publisher,size,license,isProd,isDev,isOptional,isPeer,isBundled,parents
"loader-runner","2.4.0","-","-","-","-","-","-",false,true,false,false,false,"webpack@4.46.0"
"lru-cache","5.1.1","-","-","-","-","-","-",false,true,false,false,false,"cacache@12.0.4"
"make-dir","3.1.0","-","-","-","-","-","-",false,true,false,false,false,"find-cache-dir@3.3.2,babel-loader@8.2.5,cp-file@7.0.0,istanbul-lib-report@3.0.0"
"micromatch","3.1.10","-","-","-","-","-","-",false,true,true,false,false,"fork-ts-checker-webpack-plugin@4.1.6,webpack@4.46.0,fast-glob@2.2.7,sane@4.1.0,anymatch@2.0.0,readdirp@2.2.1"
"mime","2.6.0","-","-","-","-","-","-",false,true,false,false,false,"webpack-dev-middleware@3.7.3"
"mkdirp","0.5.6","-","-","-","-","-","-",false,true,false,false,false,"webpack@4.46.0,webpack-dev-middleware@3.7.3,cacache@12.0.4,copy-concurrently@1.0.5,move-concurrently@1.0.1"
"pkg-dir","4.2.0","-","-","-","-","-","-",false,true,false,false,false,"find-cache-dir@3.3.2"
"pretty-error","2.1.2","-","-","-","-","-","-",false,true,false,false,false,"html-webpack-plugin@4.5.2"
"readable-stream","2.3.7","-","-","-","-","-","-",false,true,true,false,false,"memory-fs@0.4.1,concat-stream@1.6.2,duplexify@3.7.1,flush-write-stream@1.1.1,from2@2.3.0,fs-write-stream-atomic@1.0.10,node-libs-browser@2.2.1,parallel-transform@1.2.0,stream-browserify@2.0.2,stream-http@2.8.3,through2@2.0.5,readdirp@2.2.1"
"renderkid","2.0.7","-","-","-","-","-","-",false,true,false,false,false,"pretty-error@2.1.2"
"rimraf","2.7.1","-","-","-","-","-","-",false,true,false,false,false,"cacache@12.0.4,copy-concurrently@1.0.5,move-concurrently@1.0.1"
"serialize-javascript","5.0.1","-","-","-","-","-","-",false,true,false,false,false,"terser-webpack-plugin@4.2.3"
"ssri","6.0.2","-","-","-","-","-","-",false,true,false,false,false,"cacache@12.0.4"
"string_decoder","1.1.1","-","-","-","-","-","-",false,true,false,false,false,"readable-stream@2.3.7,node-libs-browser@2.2.1"
"strip-ansi","3.0.1","-","-","-","-","-","-",false,true,false,false,false,"renderkid@2.0.7"
"style-loader","1.3.0","-","-","-","-","-","-",false,true,false,false,false,"@storybook/builder-webpack4@6.5.12,@storybook/manager-webpack4@6.5.12"
"terser-webpack-plugin","4.2.3","-","-","-","-","-","-",false,true,false,false,false,"@storybook/builder-webpack4@6.5.12,@storybook/manager-webpack4@6.5.12"
"to-regex-range","2.1.1","-","-","-","-","-","-",false,true,false,false,false,"fill-range@4.0.0"
"watchpack","1.7.5","-","-","-","-","-","-",false,true,false,false,false,"webpack@4.46.0"
"webpack","4.46.0","-","-","-","-","-","-",false,true,false,true,false,"@storybook/builder-webpack4@6.5.12,@storybook/core-common@6.5.12,@storybook/core-server@6.5.12,@storybook/manager-webpack4@6.5.12,@storybook/react@6.5.12,@pmmmwh/react-refresh-webpack-plugin@0.5.7,css-loader@5.2.7,html-webpack-plugin@4.5.2,style-loader@2.0.0,terser-webpack-plugin@1.4.5,webpack-dev-middleware@4.3.0,webpack-filter-warnings-plugin@1.2.1,@storybook/core@6.5.12,@storybook/core-client@6.5.12,@storybook/react-docgen-typescript-plugin@1.0.2-canary.6.9d540b91e815f8fc2f8829189deb00553559ff63.0,babel-loader@8.2.5,file-loader@6.2.0,fork-ts-checker-webpack-plugin@6.5.2,postcss-loader@4.3.0,raw-loader@4.0.2,url-loader@4.1.1"
"webpack-dev-middleware","3.7.3","-","-","-","-","-","-",false,true,false,false,false,"@storybook/builder-webpack4@6.5.12,@storybook/manager-webpack4@6.5.12"
"webpack-filter-warnings-plugin","1.2.1","-","-","-","-","-","-",false,true,false,false,false,"@storybook/builder-webpack4@6.5.12"
"webpack-sources","1.4.3","-","-","-","-","-","-",false,true,false,false,false,"terser-webpack-plugin@1.4.5,webpack@4.46.0"
"webpack-virtual-modules","0.2.2","-","-","-","-","-","-",false,true,false,false,false,"@storybook/builder-webpack4@6.5.12,@storybook/manager-webpack4@6.5.12"
"cacache","12.0.4","-","-","-","-","-","-",false,true,false,false,false,"terser-webpack-plugin@1.4.5"
"find-cache-dir","2.1.0","-","-","-","-","-","-",false,true,false,false,false,"@babel/register@7.18.9,terser-webpack-plugin@1.4.5"
"find-up","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"pkg-dir@3.0.0"
"locate-path","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"find-up@3.0.0"
"make-dir","2.1.0","-","-","-","-","-","-",false,true,false,false,false,"@babel/register@7.18.9,find-cache-dir@2.1.0"
"p-locate","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"locate-path@3.0.0"
"path-exists","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"locate-path@3.0.0"
"pkg-dir","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"find-cache-dir@2.1.0"
"schema-utils","1.0.0","-","-","-","-","-","-",false,true,false,false,false,"webpack@4.46.0,terser-webpack-plugin@1.4.5"
"serialize-javascript","4.0.0","-","-","-","-","-","-",false,true,false,false,false,"terser-webpack-plugin@1.4.5"
"terser-webpack-plugin","1.4.5","-","-","-","-","-","-",false,true,false,false,false,"webpack@4.46.0"
"y18n","4.0.3","-","-","-","-","-","-",false,true,false,false,false,"cacache@12.0.4"
"yallist","3.1.1","-","-","-","-","-","-",false,true,false,false,false,"lru-cache@5.1.1"
"@storybook/builder-webpack5","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"scholar@0.1.0"
"@storybook/channel-postmessage","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/builder-webpack4@6.5.12,@storybook/builder-webpack5@6.5.12,@storybook/client-api@6.5.12,@storybook/core-client@6.5.12,@storybook/preview-web@6.5.12"
"@storybook/channel-websocket","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/core-client@6.5.12"
"@storybook/channels","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addons@6.5.12,@storybook/api@6.5.12,@storybook/builder-webpack4@6.5.12,@storybook/builder-webpack5@6.5.12,@storybook/channel-postmessage@6.5.12,@storybook/channel-websocket@6.5.12,@storybook/client-api@6.5.12,@storybook/ui@6.5.12"
"@storybook/client-api","6.5.12","-","-","-","-","-","-",false,true,false,true,false,"@storybook/builder-webpack4@6.5.12,@storybook/builder-webpack5@6.5.12,@storybook/core-client@6.5.12,storybook-addon-next-router@4.0.1"
"@storybook/client-logger","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-actions@6.5.12,@storybook/addon-backgrounds@6.5.12,@storybook/addon-controls@6.5.12,@storybook/addon-interactions@6.5.12,@storybook/addon-links@6.5.12,@storybook/addon-measure@6.5.12,@storybook/addon-outline@6.5.12,@storybook/addon-toolbars@6.5.12,@storybook/addon-viewport@6.5.12,@storybook/addons@6.5.12,@storybook/api@6.5.12,@storybook/builder-webpack4@6.5.12,@storybook/builder-webpack5@6.5.12,@storybook/channel-postmessage@6.5.12,@storybook/channel-websocket@6.5.12,@storybook/client-api@6.5.12,@storybook/components@6.5.12,@storybook/core-client@6.5.12,@storybook/instrumenter@6.5.12,@storybook/preview-web@6.5.12,@storybook/react@6.5.12,@storybook/router@6.5.12,@storybook/source-loader@6.5.12,@storybook/store@6.5.12,@storybook/telemetry@6.5.12,@storybook/testing-library@0.0.13,@storybook/theming@6.5.12,@storybook/ui@6.5.12"
"@storybook/components","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-actions@6.5.12,@storybook/addon-backgrounds@6.5.12,@storybook/addon-controls@6.5.12,@storybook/addon-docs@6.5.12,@storybook/addon-interactions@6.5.12,@storybook/addon-measure@6.5.12,@storybook/addon-outline@6.5.12,@storybook/addon-toolbars@6.5.12,@storybook/addon-viewport@6.5.12,@storybook/builder-webpack4@6.5.12,@storybook/builder-webpack5@6.5.12,@storybook/ui@6.5.12"
"@storybook/core","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/react@6.5.12"
"@storybook/core-client","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/core@6.5.12,@storybook/core-server@6.5.12,@storybook/manager-webpack4@6.5.12,@storybook/manager-webpack5@6.5.12"
"@storybook/core-common","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-controls@6.5.12,@storybook/addon-docs@6.5.12,@storybook/addon-essentials@6.5.12,@storybook/addon-interactions@6.5.12,@storybook/builder-webpack4@6.5.12,@storybook/builder-webpack5@6.5.12,@storybook/core-server@6.5.12,@storybook/manager-webpack4@6.5.12,@storybook/manager-webpack5@6.5.12,@storybook/react@6.5.12,@storybook/telemetry@6.5.12"
"@babel/helper-define-polyfill-provider","0.1.5","-","-","-","-","-","-",false,true,false,false,false,"babel-plugin-polyfill-corejs3@0.1.7"
"babel-plugin-polyfill-corejs3","0.1.7","-","-","-","-","-","-",false,true,false,false,false,"@storybook/core-common@6.5.12"
"@storybook/core-events","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-actions@6.5.12,@storybook/addon-backgrounds@6.5.12,@storybook/addon-docs@6.5.12,@storybook/addon-interactions@6.5.12,@storybook/addon-links@6.5.12,@storybook/addon-measure@6.5.12,@storybook/addon-outline@6.5.12,@storybook/addon-viewport@6.5.12,@storybook/addons@6.5.12,@storybook/api@6.5.12,@storybook/builder-webpack4@6.5.12,@storybook/builder-webpack5@6.5.12,@storybook/channel-postmessage@6.5.12,@storybook/client-api@6.5.12,@storybook/core-client@6.5.12,@storybook/core-server@6.5.12,@storybook/instrumenter@6.5.12,@storybook/preview-web@6.5.12,@storybook/store@6.5.12,@storybook/ui@6.5.12"
"@storybook/core-server","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/core@6.5.12"
"@storybook/csf","0.0.2--canary.4566f4d.1","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-actions@6.5.12,@storybook/addon-backgrounds@6.5.12,@storybook/addon-controls@6.5.12,@storybook/addon-docs@6.5.12,@storybook/addon-interactions@6.5.12,@storybook/addon-links@6.5.12,@storybook/addon-measure@6.5.12,@storybook/addon-outline@6.5.12,@storybook/addons@6.5.12,@storybook/api@6.5.12,@storybook/client-api@6.5.12,@storybook/components@6.5.12,@storybook/core-client@6.5.12,@storybook/core-server@6.5.12,@storybook/csf-tools@6.5.12,@storybook/docs-tools@6.5.12,@storybook/preview-web@6.5.12,@storybook/react@6.5.12,@storybook/source-loader@6.5.12,@storybook/store@6.5.12"
"@storybook/csf-tools","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/core-server@6.5.12"
"@storybook/docs-tools","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-docs@6.5.12,@storybook/react@6.5.12"
"@storybook/instrumenter","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-interactions@6.5.12,@storybook/testing-library@0.0.13"
"@storybook/manager-webpack4","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/core-server@6.5.12"
"@storybook/manager-webpack5","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"scholar@0.1.0"
"@storybook/mdx1-csf","0.0.1","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-docs@6.5.12,@storybook/csf-tools@6.5.12"
"@storybook/node-logger","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-controls@6.5.12,@storybook/addon-docs@6.5.12,@storybook/addon-essentials@6.5.12,@storybook/builder-webpack4@6.5.12,@storybook/builder-webpack5@6.5.12,@storybook/core-common@6.5.12,@storybook/core-server@6.5.12,@storybook/manager-webpack4@6.5.12,@storybook/manager-webpack5@6.5.12,@storybook/react@6.5.12"
"@storybook/postinstall","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-docs@6.5.12"
"@storybook/preview-web","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-docs@6.5.12,@storybook/builder-webpack4@6.5.12,@storybook/builder-webpack5@6.5.12,@storybook/core-client@6.5.12"
"@storybook/react","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"scholar@0.1.0"
"@storybook/react-docgen-typescript-plugin","1.0.2-canary.6.9d540b91e815f8fc2f8829189deb00553559ff63.0","-","-","-","-","-","-",false,true,false,false,false,"@storybook/react@6.5.12"
"@storybook/router","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-links@6.5.12,@storybook/addons@6.5.12,@storybook/api@6.5.12,@storybook/builder-webpack4@6.5.12,@storybook/builder-webpack5@6.5.12,@storybook/ui@6.5.12"
"@storybook/semver","7.3.2","-","-","-","-","-","-",false,true,false,false,false,"@storybook/api@6.5.12,@storybook/builder-webpack4@6.5.12,@storybook/builder-webpack5@6.5.12,@storybook/core-common@6.5.12,@storybook/core-server@6.5.12,@storybook/react@6.5.12,@storybook/ui@6.5.12"
"@storybook/source-loader","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-docs@6.5.12"
"@storybook/store","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-controls@6.5.12,@storybook/addon-docs@6.5.12,@storybook/builder-webpack4@6.5.12,@storybook/builder-webpack5@6.5.12,@storybook/client-api@6.5.12,@storybook/core-client@6.5.12,@storybook/core-server@6.5.12,@storybook/docs-tools@6.5.12,@storybook/preview-web@6.5.12,@storybook/react@6.5.12"
"@storybook/telemetry","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/core-server@6.5.12"
"@storybook/testing-library","0.0.13","-","-","-","-","-","-",false,true,false,false,false,"scholar@0.1.0"
"@storybook/theming","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-actions@6.5.12,@storybook/addon-backgrounds@6.5.12,@storybook/addon-controls@6.5.12,@storybook/addon-docs@6.5.12,@storybook/addon-interactions@6.5.12,@storybook/addon-toolbars@6.5.12,@storybook/addon-viewport@6.5.12,@storybook/addons@6.5.12,@storybook/api@6.5.12,@storybook/builder-webpack4@6.5.12,@storybook/builder-webpack5@6.5.12,@storybook/components@6.5.12,@storybook/manager-webpack4@6.5.12,@storybook/manager-webpack5@6.5.12,@storybook/ui@6.5.12"
"@storybook/ui","6.5.12","-","-","-","-","-","-",false,true,false,false,false,"@storybook/builder-webpack4@6.5.12,@storybook/core-client@6.5.12,@storybook/manager-webpack4@6.5.12,@storybook/manager-webpack5@6.5.12"
"@swc/helpers","0.4.11","0.4.14","git+https://github.com/swc-project/swc.git","2022-08-25T05:58:43.038Z","kdy1 (kdy.1997.dev@gmail.com)",147960,"MIT",true,false,false,false,false,"next@12.3.1"
"@testing-library/dom","8.16.0","-","-","-","-","-","-",false,true,false,true,false,"@storybook/testing-library@0.0.13,@testing-library/user-event@13.5.0"
"@testing-library/user-event","13.5.0","-","-","-","-","-","-",false,true,false,false,false,"@storybook/testing-library@0.0.13"
"@types/aria-query","4.2.2","-","-","-","-","-","-",false,true,false,false,false,"@testing-library/dom@8.16.0"
"@types/cookie","0.3.3","0.5.1","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2019-05-24T21:03:32.298Z","types (ts-npm-types@microsoft.com)",7449,"MIT",true,false,false,false,false,"universal-cookie@4.0.4"
"@types/debug","4.1.7","4.1.7","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2021-07-24T08:01:42.626Z","types (ts-npm-types@microsoft.com)",7221,"MIT",true,false,false,false,false,"micromark@3.1.0"
"@types/eslint","8.4.5","-","-","-","-","-","-",false,true,false,true,false,"@types/eslint-scope@3.7.4"
"@types/eslint-scope","3.7.4","-","-","-","-","-","-",false,true,false,true,false,"webpack@5.74.0"
"@types/estree","0.0.51","-","-","-","-","-","-",false,true,false,true,false,"@storybook/react@6.5.12,@types/eslint@8.4.5,@types/eslint-scope@3.7.4,webpack@5.74.0"
"@types/glob","7.2.0","-","-","-","-","-","-",false,true,false,false,false,"globby@9.2.0,glob-promise@3.4.0"
"@types/graceful-fs","4.1.5","-","-","-","-","-","-",false,true,false,false,false,"jest-haste-map@26.6.2"
"@types/hast","2.3.1","2.3.4","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2020-04-29T16:16:43.403Z","types (ts-npm-types@microsoft.com)",5426,"MIT",true,true,false,false,false,"hast-util-raw@6.0.1,hastscript@6.0.0,react-markdown@8.0.3,remark-rehype@10.1.0,mdast-util-to-hast@12.2.4"
"@types/html-minifier-terser","6.1.0","-","-","-","-","-","-",false,true,false,false,false,"html-webpack-plugin@5.5.0"
"@types/is-function","1.0.1","-","-","-","-","-","-",false,true,false,false,false,"telejson@6.0.8"
"@types/istanbul-lib-coverage","2.0.4","-","-","-","-","-","-",false,true,false,false,false,"@jest/types@27.5.1,@types/istanbul-lib-report@3.0.0,v8-to-istanbul@9.0.1"
"@types/istanbul-lib-report","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"@types/istanbul-reports@3.0.1"
"@types/istanbul-reports","3.0.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/types@27.5.1"
"@types/json-schema","7.0.11","-","-","-","-","-","-",false,true,false,true,false,"schema-utils@3.1.1,@types/eslint@8.4.5,fork-ts-checker-webpack-plugin@6.5.2"
"@types/lodash","4.14.182","-","-","-","-","-","-",false,true,false,false,false,"@storybook/mdx1-csf@0.0.1"
"@types/mdast","3.0.3","3.0.10","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2019-09-07T00:45:24.893Z","types (ts-npm-types@microsoft.com)",6770,"MIT",true,true,false,false,false,"mdast-util-from-markdown@1.2.0,mdast-util-to-hast@12.2.4,remark-parse@10.0.1,remark-rehype@10.1.0,mdast-util-definitions@5.1.1"
"@types/minimatch","3.0.5","-","-","-","-","-","-",false,true,false,false,false,"@types/glob@7.2.0"
"@types/ms","0.7.31","0.7.31","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2019-09-04T20:48:44.923Z","types (ts-npm-types@microsoft.com)",2878,"MIT",true,false,false,false,false,"@types/debug@4.1.7"
"@types/node","15.14.9","-","-","-","-","-","-",false,true,false,false,false,"scholar@0.1.0"
"@types/node-fetch","2.6.2","-","-","-","-","-","-",false,true,false,false,false,"@storybook/core-server@6.5.12"
"@types/normalize-package-data","2.4.1","-","-","-","-","-","-",false,true,false,false,false,"read-pkg@5.2.0"
"@types/npmlog","4.1.4","-","-","-","-","-","-",false,true,false,false,false,"@storybook/node-logger@6.5.12"
"@types/parse-json","4.0.0","-","-","-","-","-","-",false,true,false,false,false,"cosmiconfig@6.0.0"
"@types/parse5","5.0.3","-","-","-","-","-","-",false,true,false,false,false,"hast-util-from-parse5@6.0.1"
"@types/pretty-hrtime","1.0.1","-","-","-","-","-","-",false,true,false,false,false,"@storybook/core-common@6.5.12,@storybook/core-server@6.5.12"
"@types/prop-types","15.7.3","15.7.5","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2019-09-24T20:15:20.957Z","types (ts-npm-types@microsoft.com)",6469,"MIT",true,false,false,true,false,"@types/react@17.0.50,react-markdown@8.0.3"
"@types/qs","6.9.7","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addon-links@6.5.12,@storybook/client-api@6.5.12"
"@types/react","17.0.50","18.0.28","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2022-09-13T18:34:14.379Z","types (ts-npm-types@microsoft.com)",167229,"MIT",true,true,false,true,false,"scholar@0.1.0,@design-systems/utils@2.12.0,react-markdown@8.0.3"
"@types/scheduler","0.16.1","0.16.2","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2019-10-15T18:43:51.903Z","types (ts-npm-types@microsoft.com)",8252,"MIT",true,false,false,true,false,"@types/react@17.0.50"
"@types/source-list-map","0.1.2","-","-","-","-","-","-",false,true,false,true,false,"@types/webpack-sources@3.2.0"
"@types/tapable","1.0.8","-","-","-","-","-","-",false,true,false,true,false,"html-webpack-plugin@4.5.2,@types/webpack@4.41.32"
"@types/uglify-js","3.16.0","-","-","-","-","-","-",false,true,false,true,false,"@types/webpack@4.41.32"
"@types/unist","2.0.3","2.0.6","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2019-02-14T18:13:38.049Z","types (ts-npm-types@microsoft.com)",5234,"MIT",true,true,false,false,false,"@types/hast@2.3.1,@types/mdast@3.0.3,hast-to-hyperscript@9.0.1,mdast-util-from-markdown@1.2.0,unist-util-stringify-position@2.0.3,mdast-util-to-hast@10.0.1,react-markdown@8.0.3,unified@10.1.2,unist-util-visit@2.0.3,unist-util-visit-parents@3.1.1,vfile@4.2.1,vfile-message@2.0.4,mdast-util-definitions@5.1.1,unist-builder@3.0.0,unist-util-position@4.0.3"
"@types/webpack","4.41.32","-","-","-","-","-","-",false,true,false,true,false,"@storybook/builder-webpack4@6.5.12,html-webpack-plugin@4.5.2,@storybook/core-server@6.5.12,@storybook/manager-webpack4@6.5.12,@pmmmwh/react-refresh-webpack-plugin@0.5.7"
"@types/webpack-env","1.17.0","-","-","-","-","-","-",false,true,false,false,false,"@storybook/addons@6.5.12,@storybook/client-api@6.5.12,@storybook/react@6.5.12"
"@types/webpack-sources","3.2.0","-","-","-","-","-","-",false,true,false,true,false,"@types/webpack@4.41.32"
"@types/yargs","15.0.14","-","-","-","-","-","-",false,true,false,false,false,"@jest/types@26.6.2"
"@types/yargs-parser","21.0.0","-","-","-","-","-","-",false,true,false,false,false,"@types/yargs@16.0.4"
"@webassemblyjs/ast","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/helper-wasm-section@1.11.1,@webassemblyjs/wasm-edit@1.11.1,@webassemblyjs/wasm-gen@1.11.1,@webassemblyjs/wasm-opt@1.11.1,@webassemblyjs/wasm-parser@1.11.1,@webassemblyjs/wast-printer@1.11.1,webpack@5.74.0"
"@webassemblyjs/floating-point-hex-parser","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/helper-numbers@1.11.1"
"@webassemblyjs/helper-api-error","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/helper-numbers@1.11.1,@webassemblyjs/wasm-parser@1.11.1"
"@webassemblyjs/helper-buffer","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/helper-wasm-section@1.11.1,@webassemblyjs/wasm-edit@1.11.1,@webassemblyjs/wasm-opt@1.11.1"
"@webassemblyjs/helper-code-frame","1.9.0","-","-","-","-","-","-",false,true,false,false,false,"@webassemblyjs/wast-parser@1.9.0"
"@webassemblyjs/helper-fsm","1.9.0","-","-","-","-","-","-",false,true,false,false,false,"@webassemblyjs/wast-parser@1.9.0"
"@webassemblyjs/helper-module-context","1.9.0","-","-","-","-","-","-",false,true,false,false,false,"@webassemblyjs/ast@1.9.0,webpack@4.46.0"
"@webassemblyjs/helper-numbers","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/ast@1.11.1"
"@webassemblyjs/helper-wasm-bytecode","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/ast@1.11.1,@webassemblyjs/helper-wasm-section@1.11.1,@webassemblyjs/wasm-edit@1.11.1,@webassemblyjs/wasm-gen@1.11.1,@webassemblyjs/wasm-parser@1.11.1"
"@webassemblyjs/helper-wasm-section","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/wasm-edit@1.11.1"
"@webassemblyjs/ieee754","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/wasm-gen@1.11.1,@webassemblyjs/wasm-parser@1.11.1"
"@webassemblyjs/leb128","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/wasm-gen@1.11.1,@webassemblyjs/wasm-parser@1.11.1"
"@webassemblyjs/utf8","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/wasm-gen@1.11.1,@webassemblyjs/wasm-parser@1.11.1"
"@webassemblyjs/wasm-edit","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"webpack@5.74.0"
"@webassemblyjs/wasm-gen","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/helper-wasm-section@1.11.1,@webassemblyjs/wasm-edit@1.11.1,@webassemblyjs/wasm-opt@1.11.1"
"@webassemblyjs/wasm-opt","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/wasm-edit@1.11.1"
"@webassemblyjs/wasm-parser","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/wasm-edit@1.11.1,@webassemblyjs/wasm-opt@1.11.1,webpack@5.74.0"
"@webassemblyjs/wast-parser","1.9.0","-","-","-","-","-","-",false,true,false,false,false,"@webassemblyjs/ast@1.9.0,@webassemblyjs/wast-printer@1.9.0"
"@webassemblyjs/floating-point-hex-parser","1.9.0","-","-","-","-","-","-",false,true,false,false,false,"@webassemblyjs/wast-parser@1.9.0"
"@webassemblyjs/wast-printer","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/wasm-edit@1.11.1"
"@wry/context","0.7.0","0.7.0","git+https://github.com/benjamn/wryware.git","2022-08-12T22:16:06.767Z","benjamn (ben@benjamn.com)",66709,"MIT",true,false,false,false,false,"@apollo/client@3.7.0"
"@wry/equality","0.5.2","0.5.3","git+https://github.com/benjamn/wryware.git","2021-08-05T20:39:56.421Z","benjamn (ben@benjamn.com)",59340,"MIT",true,false,false,false,false,"@apollo/client@3.7.0"
"@wry/trie","0.3.1","0.3.2","git+https://github.com/benjamn/wryware.git","2021-08-05T20:39:56.389Z","benjamn (ben@benjamn.com)",14948,"MIT",true,false,false,false,false,"@apollo/client@3.7.0,optimism@0.16.1"
"@xtuc/ieee754","1.2.0","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/ieee754@1.11.1"
"@xtuc/long","4.2.2","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/leb128@1.11.1,@webassemblyjs/wast-printer@1.11.1,@webassemblyjs/helper-numbers@1.11.1,@webassemblyjs/wast-parser@1.9.0"
"accepts","1.3.8","-","-","-","-","-","-",false,true,false,false,false,"compression@1.7.4,express@4.18.1"
"acorn","7.4.1","-","-","-","-","-","-",false,true,false,false,false,"@storybook/react@6.5.12"
"acorn-jsx","5.3.2","-","-","-","-","-","-",false,true,false,false,false,"@storybook/react@6.5.12"
"acorn-walk","7.2.0","-","-","-","-","-","-",false,true,false,false,false,"@storybook/react@6.5.12"
"address","1.2.1","-","-","-","-","-","-",false,true,false,false,false,"detect-port@1.5.1"
"aggregate-error","3.1.0","-","-","-","-","-","-",false,true,false,false,false,"p-map@3.0.0"
"airbnb-js-shims","2.2.1","-","-","-","-","-","-",false,true,false,false,false,"@storybook/core-client@6.5.12"
"ajv","6.12.6","-","-","-","-","-","-",false,true,false,true,false,"schema-utils@3.1.1,webpack@4.46.0,ajv-errors@1.0.1,ajv-keywords@3.5.2"
"ajv-errors","1.0.1","-","-","-","-","-","-",false,true,false,false,false,"schema-utils@1.0.0"
"ajv-keywords","3.5.2","-","-","-","-","-","-",false,true,false,false,false,"schema-utils@3.1.1,webpack@4.46.0"
"ansi-align","3.0.1","-","-","-","-","-","-",false,true,false,false,false,"boxen@5.1.2"
"ansi-colors","3.2.4","-","-","-","-","-","-",false,true,false,false,false,"webpack-log@2.0.0"
"ansi-html-community","0.0.8","-","-","-","-","-","-",false,true,false,false,false,"@pmmmwh/react-refresh-webpack-plugin@0.5.7,webpack-hot-middleware@2.25.1"
"ansi-regex","5.0.1","-","-","-","-","-","-",false,true,false,false,false,"pretty-format@27.5.1,strip-ansi@6.0.1"
"ansi-styles","3.2.1","-","-","-","-","-","-",false,true,false,false,false,"chalk@2.4.2"
